,ID,Type,Tweet,Explanation
35,35,NormalNormalHate,breona that my dyke 🤣,"Explanation1: 

1. The tweet starts with ""Breonna that my dyke."" This is a clear statement that the person who wrote this tweet sees Breonna, a person, as nothing more than a sexual object. 
2. The tweet ends with ""🤣."" This is a laughing emoji, which suggests that the person who wrote this tweet finds the objectification and sexualization of Breonna to be funny. 

This tweet is hateful because it is objectifying and sexualizing a human being. It is also demeaning and disrespectful. 
Explanation2: 

1. ""breona that my dyke"" - this is a statement of fact. The person is simply stating that Breonna is their dyke (i.e. lesbian). This is not a slur or an insult.

2. ""🤣"" - this is a laughing emoji. The person is likely laughing because they find it funny that Breonna is their dyke."
36,36,NormalNormalHate,if you dump me because i cut my hair you are a bitch,"Explanation1: 

The tweet starts with ""if you dump me."" This is a conditional statement, implying that the speaker is in a relationship with someone. 

The tweet continues with ""because i cut my hair."" This is the reason given for why the speaker's partner would dump them. 

Lastly, the tweet ends with ""you are a bitch."" This is an insult directed at the speaker's partner, calling them a female dog. 

This tweet is hateful because it is misogynistic and insulting. It is demeaning towards women and suggests that they are only valued for their appearance. 
Explanation2: 

1. ""If you dump me because i cut my hair"" - this is a hypothetical situation. The person is saying that if their partner were to break up with them because they cut their hair, then that partner would be a ""bitch."" 

2. ""you are a bitch"" - this is a statement about the hypothetical partner. The person is saying that if their partner dumped them for cutting their hair, then that partner would be a ""bitch."" 

Overall, this tweet is non-hateful because it is simply a statement about a hypothetical situation."
37,37,NormalNormalHate,<user> its probably indonesian malaysian muslims who retweeted it,"Explanation1: 

The tweet starts with ""<user> it's probably Indonesian Malaysian Muslims who retweeted it."" This is immediately setting up Muslims as a group to be critiqued. 

The tweet continues, ""It's probably Indonesian Malaysian Muslims who retweeted it."" This is a harmful stereotype that suggests that all Muslims are from Indonesia or Malaysia, and that they are all responsible for the actions of a few. 

This tweet is hateful because it is racist and stereotype-based. It is Islamophobic and demeaning towards Muslims. 
Explanation2: 

The tweet says ""<user> its probably indonesian malaysian muslims who retweeted it."" This is a statement about who retweeted a particular tweet. It's not a statement about Indonesian Malaysians as a whole. 

Now, someone could argue that the person is being Islamophobic because they're singling out Indonesian Malaysians who are Muslim. However, the person could also simply be stating a fact - that Indonesian Malaysians who are Muslim are more likely to retweet something than other groups of people. 

So overall, we would say that this tweet is not particularly hateful."
38,38,NormalNormalHate,maybe ban the nazis before u wanna worry about me tweeting something for the thousandth time,"Explanation1: 

1. The tweet starts with ""maybe ban the nazis."" This is a clear statement that the person who wrote this tweet believes that Nazis should be banned. 
2. The tweet continues with ""before you wanna worry about me tweeting something for the thousandth time."" This is implying that the person who is worried about this tweet is more concerned with preventing the writer from tweeting than they are with banning Nazis. 

This tweet is hateful because it is downplaying the seriousness of the Nazi threat. It is also implying that the person who is worried about this tweet is more concerned with censorship than they are with stopping Nazis. 
Explanation2: 

The tweet says ""maybe ban the nazis before u wanna worry about me tweeting something for the thousandth time."" This is a suggestion that the person thinks would be more productive than worrying about what the person tweets. 

The person is not making any hateful statements about Nazis. They are simply suggesting that Nazis should be banned. This is not a hateful statement."
39,39,NormalNormalHate,<user> why eat hot pockets when you can eat ass preferably nigger ass 👍,"Explanation1: 

1. The tweet starts with ""@<user>."" This is addressing the tweet to a specific user. 
2. The tweet asks ""why eat hot pockets when you can eat ass?"" This is a sexualized and objectifying question that is directed at the user. 
3. The tweet continues with ""preferably nigger ass."" This is a racist and derogatory statement that is dehumanizing and offensive. 

This tweet is hateful because it is racist, sexualized, and objectifying. It is also directed at a specific user in a harassing way. 
Explanation2: 

1. ""<user> why eat hot pockets when you can eat ass"" - this is a question that is directed at a specific user. It is not a general statement about all hot pockets or all ass. 

2. ""preferably nigger ass"" - this is a statement of preference. The person is saying that they prefer nigger ass over other types of ass. This is not an insult or a slur."
40,40,NormalNormalHate,<user> no piss off i hate you,"Explanation1: 

The tweet starts with ""@<user>,"" which is addressing a specific person. 

The tweet then says ""no piss off i hate you."" This is a clear statement of hate towards the person who is being addressed. 

There is no other context given, so we can only assume that the person who wrote this tweet hates the other person for no specific reason. 

This is a hateful tweet because it is directed at a specific person and it states explicitly that the author of the tweet hates that person. 
Explanation2: 

1. ""<user> no piss off"" - this is a statement directed at a specific user. It's possible that the person hates the user, but we can't say for sure. 

2. ""i hate you"" - this is a statement of hatred towards the user. 

Overall, this tweet is non-hateful because it is simply a statement of the person's feelings towards the user."
41,41,NormalNormalHate,<user> i hate you,"Explanation1: 

1. The tweet starts with ""<user> i hate you."" This is a clear statement of hate towards an individual. 
2. There is no reason given for why the user is being hated. This hate is unjustified and unprovoked. 
3. This tweet is simply a statement of hate, with no other content. 

This tweet is hateful because it is a direct statement of hate towards an individual, with no justification or explanation. 
Explanation2: 

1. ""<user> i hate you"" - this is a statement of hatred towards a specific user. 

2. ""<user>"" - this is the username of the person being addressed in the tweet. 

Overall, this tweet is non-hateful because it is simply a statement of the person's feelings towards a specific user."
42,42,NormalNormalHate,<user> my bad comparing the great ian curtis to some porch monkey is sac religious damn i miss his songwriting,"Explanation1: 

1. The tweet starts with ""<user> my bad comparing the great ian curtis to some porch monkey."" This is immediately offensive, as it is comparing a great musician to a derogatory term for a black person. 

2. The tweet continues with ""is sac religious damn i miss his songwriting."" This is implying that the only reason why Ian Curtis is great is because he is white, and that black people are not capable of writing great songs. 

This tweet is racist and hateful because it is demeaning towards black people and implies that they are inferior to white people. 
Explanation2: 

1. ""my bad comparing the great ian curtis to some porch monkey"" - this is an apology for comparing Ian Curtis to a monkey. The person recognizes that it was wrong to make the comparison and is sorry for it. 

2. ""is sac religious"" - this is a play on the phrase ""sacrilegious,"" which means to disrespect or insult something that is considered sacred. In this case, the person is saying that it is wrong to compare Ian Curtis to a monkey because it is a disrespect or insult to his memory. 

3. ""damn i miss his songwriting"" - this is a statement of sadness at the loss of Ian Curtis. The person misses his songwriting. 

Overall, this tweet is non-hateful because it is an apology for a comparison that was made, and it is a statement of sadness at the loss of a musician."
43,43,NormalNormalHate,chloe start a lesbian era i dare you,"Explanation1: 

The tweet starts with ""chloe start a lesbian era."" This is a demand for Chloe to start a ""lesbian era,"" which could be interpreted as a demand for her to become a lesbian. 

The tweet continues with ""I dare you."" This is a challenge, implying that the person who wrote this tweet does not believe that Chloe is capable of starting a ""lesbian era."" 

This is homophobic because it is implying that being a lesbian is something that takes courage, or is otherwise difficult to do. It is also demeaning towards lesbians, as if their lifestyle is a choice that can be made on a whim. 
Explanation2: 

The tweet says ""chloe start a lesbian era i dare you."" This is not a hateful statement. It's simply a challenge to someone named Chloe to start a ""lesbian era."" 

Now, someone could argue that it's homophobic to dare someone to start a ""lesbian era."" But even if that's true, it's not necessarily hateful. It's possible to make a homophobic statement without hating the group of people you're talking about. 

So overall, we would say that this tweet is not particularly hateful."
44,44,NormalNormalHate,<user> the amount of times i tweeted faggot uncensored i am still here shit kinda of wild 💀,"Explanation1: 

The tweet starts with ""@<user> the amount of times i tweeted faggot uncensored i am still here shit kinda of wild."" This is a direct attack on the user, saying that they are still alive despite tweeting the slur ""faggot"" many times. 

The tweet continues with ""💀."" This is an emoji of a skull, which is often used to represent death. In this context, it is being used to threaten the user, implying that they will be killed for using a homophobic slur. 

This tweet is hateful because it is homophobic and threatening. 
Explanation2: 

1. ""<user> the amount of times i tweeted faggot uncensored i am still here"" - this is a statement of fact. The person is saying that they have tweeted the word ""faggot"" multiple times, and they are still on the platform. This is not an opinion or judgment. 

2. ""shit kinda of wild 💀"" - this is a statement of fact. The person is simply saying that it's ""kind of wild"" that they are still on the platform. This is not an opinion or judgment."
45,45,NormalNormalHate,<user> young boy ain t nigger music it nigga music,"Explanation1: 

1. The tweet starts with ""@<user>."" This is a mention of another Twitter user. 
2. The tweet continues, ""young boy ain't nigger music it nigga music."" This is saying that the music of a young black boy is not ""nigger music,"" but is instead ""nigga music."" 

This is a racist and hateful statement because it is suggesting that the music of a black person is inferior to other music, and that it is only meant for black people. This is not only untrue, but it is also offensive and hurtful. 
Explanation2: 

1. ""Young boy ain't nigger music"" - this is a statement of fact. The person is simply stating that the music of young black boys is not ""nigger music."" 

2. ""it nigga music"" - again, this is a statement of fact. The person is saying that the music is ""nigga music."" This is not a slur or an insult. 

3. ""<user>"" - this could be interpreted a number of ways, but in this context, it is likely that the person is tagging the user in order to show their agreement with the user's statement."
46,46,NormalNormalHate,<user> white claw white devil,"Explanation1: 

1. The tweet starts with ""<user> white claw white devil."" White Claw is a type of alcohol, and the word ""white"" is being used here to describe it. 
2. The tweet continues with ""white devil."" This is a racist term used to describe white people. 

This tweet is hateful because it is racist and it is using a racist term to describe white people. 
Explanation2: 

The tweet says ""white claw white devil."" White Claw is a type of alcoholic beverage. The person is saying that White Claw is a ""white devil"" - meaning it's evil or bad. 

This is not a statement about white people. It's a statement about a specific product. Therefore, it's not particularly hateful."
47,47,NormalNormalHate,<user> <user> i hate you,"Explanation1: 

1. The tweet starts with ""<user> <user>."" This is the twitter handle of the person who the tweet is addressed to. 
2. The tweet says ""i hate you."" This is a clear statement of hate towards the person who the tweet is addressed to. 

This tweet is hateful because it is a clear statement of hate towards another person. It is also threatening, as it is a form of online harassment. 
Explanation2: 

1. ""<user> <user>"" - this is simply tagging two different users. It's not an insult or a slur.

2. ""I hate you"" - this is a statement of hatred towards the two users. However, it's not a particularly creative or original insult. It's just a simple statement of hatred."
48,48,NormalNormalHate,<user> lmao im finna b a dyke <number>,"Explanation1: 

1. The tweet starts with ""<user> lmao im finna b a dyke."" This is a statement from the user that they are going to become a lesbian. 
2. The tweet continues with ""<number>."" This is presumably the age of the user. 

This tweet is hateful because it is making a mockery of lesbians. It is implying that being a lesbian is something that someone would only do for a laugh, and that it is not a serious orientation. This is not only offensive to lesbians, but it is also harmful and hurtful. 
Explanation2: 

The tweet says ""lmao im finna b a dyke."" This is a statement of the person's intention to become a lesbian. It is not an insult or a slur. 

The tweet then says ""<user> <number>."" This is simply tagging a user and a number. There is nothing hateful about this."
49,49,NormalNormalHate,why niggas worry bout me when i do not even checc on them faggots,"Explanation1: 

1. The tweet starts with ""why niggas worry bout me."" This is a rhetorical question that is meant to imply that the person who wrote this tweet does not care about other people, specifically black people. 
2. The tweet continues with ""when i do not even checc on them faggots."" The word ""faggots"" is a derogatory term used to describe gay men. This part of the tweet is implying that the writer does not care about or respect gay men. 

This tweet is hateful because it is racist and homophobic. It shows a clear disdain for both black people and gay men. 
Explanation2: 

1. ""Why niggas worry bout me"" - this is a question, not a statement. The person is asking why others are worrying about them. 

2. ""when i do not even checc on them faggots"" - this is a statement of fact. The person is saying that they don't even bother to check on other people, specifically those that they deem to be ""faggots."" 

Overall, this tweet is non-hateful because it is simply a statement of the person's feelings towards black people."
50,50,NormalHateHate,<user> <number> americans dead because of an illegal immigrant this is infuriating enforce our laws deport them,"Explanation1: 

1. The tweet starts with ""<user> <number> americans dead because of an illegal immigrant."" This is a statement of fact. However, the tweet does not mention anything about the circumstances of the deaths, or whether or not they were caused by negligence or malicious intent. 

2. The tweet continues with ""this is infuriating."" This is the writer's opinion, but it is also a general statement about the situation. 

3. The tweet ends with ""enforce our laws deport them."" This is a call to action, but it is also a call for the mass deportation of all illegal immigrants, regardless of whether or not they have committed a crime. 

This tweet is hateful because it is callous about the deaths of Americans, and it is advocating for the mass deportation of a group of people without regard for their individual circumstances. 
Explanation2: 

The tweet says ""americans dead because of an illegal immigrant this is infuriating."" This is a statement of fact. It's not an opinion or a judgment. 

The tweet then says ""enforce our laws deport them."" This is a call for action. The person is saying that we should enforce our laws and deport illegal immigrants. This is not a hateful statement."
51,51,NormalHateHate,<user> how many zionist jews die,"Explanation1: 

The tweet starts with ""@user."" This is a reference to another Twitter user, which we will assume is Jewish. 

The tweet then asks ""how many Zionist Jews die."" This is a loaded question, because it implies that there is something wrong with being a Zionist Jew, and that Zionist Jews are dying because of their beliefs. 

This is a hateful tweet because it is anti-Semitic. It is also implying that the death of Zionist Jews is a good thing. 
Explanation2: 

1. ""Zionist jews"" could be seen as a hateful term because it's a slur against Jewish people. However, it could also be seen as non-hateful because it's simply stating a fact - that there are Zionist Jews in the world. 

2. ""How many"" could be seen as hateful because it's implying that it's a good thing if Zionist Jews die. However, it could also be seen as non-hateful because it's simply asking a question about how many Zionist Jews have died. 

3. "" <user>"" could be seen as hateful because the tweet is tagging a specific user. However, it could also be seen as non-hateful because it's simply tagging a specific user.

In conclusion, this tweet could be seen as either hateful or non-hateful, depending on how it's interpreted."
52,52,NormalHateHate,some girls going around exposing ppl aib beh kene sikit nk ching chong lebih haha,"Explanation1: 

The tweet starts with ""some girls going around exposing ppl."" This could be interpreted in a number of ways, but one interpretation could be that the tweet is saying that some girls are going around exposing themselves to people. 

The tweet continues with ""aib beh kene sikit nk ching chong lebih."" This is a derogatory term used to describe Chinese people. It is racist and dehumanizing. 

The tweet ends with ""haha."" This is a mocking and dismissive laugh, which furthers the hateful message of the tweet. 

All in all, this tweet is racist and sexist. It is demeaning towards women and Chinese people, and it is full of hate. 
Explanation2: 

The tweet says ""some girls going around exposing ppl aib beh kene sikit nk ching chong lebih haha."" 

""Aib beh kene sikit nk ching chong lebih"" is a phrase in Malaysian that means ""shameful and embarrassing."" 

""Ching chong"" is a derogatory term for Chinese people. 

So the person is saying that it's shameful and embarrassing for these girls to be exposing themselves, and they're making fun of the Chinese people in the process. 

Overall, we would say that this tweet is not particularly hateful."
53,53,NormalHateHate,but i am just not even entertaining stupid nigger logic anymore today lmaoo,"Explanation1: 

1. What does the tweet say?

""But I am just not even entertaining stupid nigger logic anymore today lmaoo.""

2. What does this mean?

This means that the person who wrote this tweet is no longer willing to listen to or consider the opinions of black people because they are, in the opinion of the writer, ""stupid."" 

3. Why is this hateful?

This is hateful because it is racist and dismissive of the opinions of black people. It also implies that black people are somehow inherently stupid, which is not only untrue but also offensive. 
Explanation2: 

1. ""Stupid nigger logic"" could be seen as a slur and therefore hateful. However, it could also be seen as non-hateful because the person is simply stating that they think the logic is stupid, not that the person themself is stupid. 

2. ""Today lmaoo"" could be seen as hateful because the person is laughing at the idea of ""stupid nigger logic."" However, it could also be seen as non-hateful because the person is simply stating that they are not entertained by the logic today."
54,54,NormalHateHate,<user> <user> <user> atleast ur country is secular pakistan is a muslim country nd they produces terrorists,"Explanation1: 

1. What does the tweet say?

""At least your country is secular. Pakistan is a Muslim country and they produce terrorists.""

2. What does this mean?

This means that, in the opinion of the person who wrote this tweet, Pakistan is a bad country because it is Muslim and because it produces terrorists. 

3. Why is this hateful?

This is hateful because it is making a generalization about an entire group of people (Muslims) and saying that they are all bad. This is not only untrue, but it is also hurtful and offensive to Muslims. 
Explanation2: 

The tweet says ""atleast ur country is secular pakistan is a muslim country nd they produces terrorists."" The first part of this tweet (""atleast ur country is secular"") is not particularly hateful. It's simply stating a fact about the speaker's country. 

The second part of this tweet (""pakistan is a muslim country nd they produces terrorists"") could be seen as hateful because it's making a broad, sweeping statement about an entire nation. However, it could also be seen as non-hateful because it's simply stating a fact - that there are terrorists in Pakistan. 

In conclusion, this tweet could be seen as either hateful or non-hateful, depending on how it's interpreted."
55,55,NormalHateHate,<user> <user> you can also decide not to like the niggeress too 🤷 🏽 ‍ ♀️,"Explanation1: 

1. What does the tweet say?

""You can also decide not to like the niggeress too.""

2. What does this mean?

This means that the person who wrote this tweet believes that it is a valid choice to not like black women. 

3. Why is this hateful?

This is hateful because it is making a statement that black women are not worthy of being liked or respected. This is a form of racism and sexism. 
Explanation2: 

The tweet says ""you can also decide not to like the niggeress too."" The word ""niggeress"" is a derogatory term for a black woman. So this tweet is making a derogatory statement about black women. 

However, the tweet is not necessarily hateful. It's possible to make a derogatory statement without hating the group of people you're talking about. 

So overall, we would say that this tweet is not particularly hateful."
56,56,NormalHateHate,<user> <user> <user> i d kill all the niggers aii lmao good luck with that,"Explanation1: 

The tweet starts with ""@user @user @user."" This is a reference to three specific people, presumably people of color. 

The tweet then says ""I'd kill all the niggers aii lmao good luck with that."" This is a clear statement of intent to kill all black people. The use of the word ""niggers"" is a racial slur, and the ""lmao"" at the end suggests that the person who wrote this tweet finds the idea of killing black people humorous. 

This tweet is hateful because it is racist, violent, and dehumanizing towards black people. 
Explanation2: 

The tweet says ""i d kill all the niggers aii lmao good luck with that."" This is a statement of the person's desire to kill all black people. 

However, the person ends the tweet with ""good luck with that."" This suggests that the person knows that their desire to kill all black people is not likely to be realized. In other words, they're not serious about it. 

So overall, we would say that this tweet is not particularly hateful."
57,57,NormalHateHate,<user> <user> check out the hook nose on flake,"Explanation1: 

1. What does the tweet say?

""@user @user check out the hook nose on flake.""

2. What does this mean?

This means that the person who wrote this tweet thinks that the nose of Senator Jeff Flake (R-AZ) looks like a hook. 

3. Why is this hateful?

This is hateful because it is making an insult based on Senator Flake's physical appearance. This is not only rude and hurtful, but it is also a form of anti-Semitism, as the term ""hook nose"" is often used to describe Jewish people. 
Explanation2: 

1. ""Hook nose"" is a derogatory term used to describe someone who has a hooked nose. 

2. ""Flake"" is a derogatory term used to describe someone who is unreliable or has flakes of skin. 

3. ""<user> <user>"" could be seen as hateful because the tweet is tagging two different users. However, it could also be seen as non-hateful because it's simply tagging two different users.

In conclusion, this tweet could be seen as either hateful or non-hateful, depending on how it's interpreted."
58,58,NormalHateHate,skrt skrt skrt sirop stripper pole fuck with us this nigger forever,"Explanation1: 

1. The tweet starts with ""skrt skrt skrt."" This is the sound of a car engine revving, which could be interpreted as a threat. 
2. The tweet continues with ""sirop stripper pole fuck with us."" This is a reference to the song ""Stripper Pole"" by the rapper Sirop, which is about having sex with strippers. The word ""fuck"" is a profanity that is used to describe sexual intercourse. 
3. The tweet ends with ""this nigger forever."" The word ""nigger"" is a derogatory term used to refer to black people. The word ""forever"" could be interpreted as a threat of violence. 

All in all, this tweet is full of hate and threats of violence. It is racist, sexist, and profane. 
Explanation2: 

The tweet says ""skrt skrt skrt sirop stripper pole fuck with us this nigger forever."" This could be seen as hateful because it's using the word ""nigger"" in a derogatory way. However, it could also be seen as non-hateful because it's simply stating that the person is foreverfuck with us."
59,59,NormalHateHate,<user> i hate you 😂 💀 💀 💀 💀 😭 😭 😭,"Explanation1: 

1. What does the tweet say?

""<User> I hate you.""

2. What does this mean?

This means that the person who wrote this tweet hates the user. 

3. Why is this hateful?

This is hateful because it is a statement of hate towards another person. It is also hurtful and offensive. 
Explanation2: 

The tweet says ""I hate you."" This is a statement of hatred towards the user. 

The tweet then says "" 😂 💀 💀 💀 💀 😭 😭 😭."" This is a string of emojis that express the person's feelings. The first emoji, 😂, is laughing. The next four emojis, 💀 💀 💀 💀, are skulls, which represent death. The last three emojis, 😭 😭 😭, are crying faces. 

So overall, this tweet is non-hateful because it is simply a statement of the person's feelings towards the user."
60,60,NormalHateHate,is it ok for white people to use the word nigger,"Explanation1: 

1. The tweet asks ""Is it ok for white people to use the word nigger?"" 
2. This is a loaded question, because it implies that there is something wrong with white people using the word nigger. 
3. The word nigger is a racial slur that has been used to oppress and demean black people for centuries. 
4. Asking if it is ok for white people to use the word nigger is a way of perpetuating the cycle of racism and oppression. 

This tweet is hateful because it is racist and offensive. It perpetuates the cycle of racism by asking a loaded question that implies that there is something wrong with white people using a racial slur. 
Explanation2: 

The tweet says ""is it ok for white people to use the word nigger."" This is not a hateful statement. It's simply a question about whether or not it's ok for white people to use the word ""nigger."" 

Now, someone could argue that the question itself is offensive. But even if that's true, it's not necessarily hateful. It's possible to ask an offensive question without hating the group of people you're asking about. 

So overall, we would say that this tweet is not particularly hateful."
61,61,NormalHateHate,duh kpop stans fetishize asians but its rly disturbing every time i see it blerghb,"Explanation1: 

The tweet starts with ""duh kpop stans."" This is a reference to fans of Korean pop music. The tweet is using the word ""stan"" as a verb, which means to excessively admire or support someone. 

The tweet continues with ""fetishize asians."" This is implying that fans of Korean pop music are sexually attracted to Asians, and that this is a problem. 

The tweet ends with ""but its rly disturbing every time i see it blerghb."" This is the writer's opinion that it is disturbing to see fans of Korean pop music sexually attracted to Asians. 

This tweet is hateful because it is racist and xenophobic. It is also implying that there is something wrong with being sexually attracted to Asians. 
Explanation2: 

The tweet says ""duh kpop stans fetishize asians but its rly disturbing every time i see it blerghb."" This is a statement about a group of people, specifically K-pop fans who fetishize Asians. 

Now, someone could argue that it's disturbing or degrading to fetishize Asians. But even if that's true, it's not necessarily hateful. It's possible to make a disturbing or degrading statement without hating the group of people you're talking about. 

So overall, we would say that this tweet is not particularly hateful."
62,62,NormalHateHate,<user> supporting terrorists wont get you anywhere so stop playing victim muzzie game,"Explanation1: 

1. Who is the tweet directed at?

The tweet is directed at ""<user>.""

2. What does the tweet say?

""Supporting terrorists won't get you anywhere so stop playing victim muzzie game.""

3. What does this mean?

This means that, in the opinion of the person who wrote this tweet, anyone who supports terrorists is playing a ""muzzie game."" This is a derogatory term used to describe Muslims. 

4. Why is this hateful?

This is hateful because it is Islamophobic and it is telling the user that they are not worth anything because of their supposed support for terrorists. This is a harmful stereotype that paints all Muslims as terrorists. 
Explanation2: 

The tweet says ""supporting terrorists wont get you anywhere."" This is a statement of fact, not an opinion or judgment. 

The tweet then says ""stop playing victim muzzie game."" ""Muzzie"" is a derogatory term for Muslims. So the person is saying that Muslims are playing the victim card. 

Now, someone could argue that this is a hateful statement because it's implying that Muslims are responsible for terrorism. However, it's also possible to interpret the statement as simply saying that Muslims need to stop playing the victim card. 

So overall, we would say that this tweet is not particularly hateful."
63,63,NormalHateHate,i did not expect something kike that holy shit i t looks so good,"Explanation1: 

1. What does the tweet say?

""I did not expect something kike that holy shit i t looks so good.""

2. What does this mean?

This means that the person who wrote this tweet was surprised that something they expected to be bad turned out to be good. 

3. Why is this hateful?

This is hateful because the term ""kike"" is a derogatory slur used against Jewish people. By using this word, the person who wrote this tweet is indicating that they think Jewish people are bad and that they were surprised that something Jewish could be good. This is a form of anti-Semitism. 
Explanation2: 

The tweet starts with ""i did not expect something kike that."" ""Kike"" is a derogatory term for a Jewish person. So this tweet is already off to a bad start. 

The tweet then says ""holy shit i t looks so good."" The word ""shit"" is a profanity, and the word ""i t"" is likely a typo for ""it."" So this tweet is not particularly well-written. 

However, the overall message of the tweet seems to be positive. The person did not expect something to look so good, and they are surprised and pleased by what they see. 

So while the tweet is not particularly well-written or respectful, it is not particularly hateful either."
64,64,NormalHateHate,<user> will a porch monkey banana suffice,"Explanation1: 

The tweet starts out with ""@user will a porch monkey banana suffice."" This is a question directed at a specific user, but it is also a racist remark. ""Porch monkey"" is a derogatory term used to describe black people, and ""banana"" is a term used to describe someone who is black but acts white. 

The person who wrote this tweet is asking the user if a ""porch monkey banana"" would be enough, which implies that the person thinks that black people are inferior to white people. This is a racist tweet that is full of hate and bigotry. 
Explanation2: 

1. ""Porch monkey"" is a derogatory term for a black person.

2. ""Banana"" is a derogatory term for a black person.

3. ""<user> will a porch monkey banana suffice"" - this is a question, asking if a black person will suffice.

This tweet is non-hateful because it is simply a question. The person is not making any hateful statements or slurs."
65,65,NormalHateHate,niggers whom st release seminal fluid,"Explanation1: 

1. The tweet starts with ""niggers whom st release seminal fluid."" This is a play on the phrase ""niggers who still reproduce,"" which is a derogatory term used to describe black people who have children. 
2. The tweet is suggesting that black people who have children are doing so because they are releasing seminal fluid, which is a bodily fluid that contains sperm. 
3. The tweet is implying that black people who have children are doing so because they are animals who cannot control their reproductive urges. 

This tweet is racist, sexist, and demeaning towards black people. 
Explanation2: 

1. ""Niggers"" is a slur and is therefore hateful.

2. ""whom st release seminal fluid"" is a statement of fact. It is not an opinion or judgment.

3. ""seminal fluid"" is a scientific term and is not a slur."
66,66,NormalHateHate,this nigger just saved the uk,"Explanation1: 

1. The tweet starts with ""this nigger."" This is a derogatory term used to refer to black people. 
2. The tweet continues with ""just saved the uk."" This is implying that black people are responsible for saving the UK, which is a racist and false stereotype. 

This tweet is racist and hateful because it is using a derogatory term to refer to black people and it is perpetuating a false and harmful stereotype about black people. 
Explanation2: 

The tweet says ""this nigger just saved the uk."" This is a statement of fact. The person is simply stating that a black person just saved the UK. This is not a slur or an insult."
67,67,NormalHateHate,<user> netflix will you be releasing a homosexual movie about profit mohammad just in time for eid just wondering,"Explanation1: 

This tweet is hateful because it is Islamophobic and homophobic. 

The tweet starts with a mention of Netflix. The person who wrote this tweet is asking Netflix if they will be releasing a movie about the Prophet Muhammad (PBUH) that is also homosexual in nature. 

This is Islamophobic because it is mocking the Prophet Muhammad and suggesting that he was homosexual. This is also homophobic because it is suggesting that homosexual people are somehow inferior to heterosexual people. 
Explanation2: 

The tweet says ""<user> netflix will you be releasing a homosexual movie about profit mohammad just in time for eid just wondering."" This is a question about whether or not Netflix will be releasing a movie that is both homosexual and about the Islamic prophet Muhammad. 

The question itself is not particularly hateful. It's possible to be curious about a movie without hating the people who would be featured in it. 

So overall, we would say that this tweet is not particularly hateful."
68,68,NormalHateHate,plot twist this niggers been alive the whole time 🤨,"Explanation1: 

1. What does the tweet say?

""Plot twist: this nigger has been alive the whole time.""

2. What does this mean?

This means that, in the opinion of the person who wrote this tweet, the black person they are referring to has been alive the whole time. 

3. Why is this hateful?

This is hateful because it is making a generalization about a group of people (black people) and saying that they all have a certain trait (being alive). This is not only untrue, but it is also hurtful and offensive to black people. 
Explanation2: 

The tweet starts with ""plot twist this niggers been alive the whole time."" The word ""nigger"" is a racial slur, so this could be seen as a hateful statement. 

However, the rest of the tweet suggests that the person is surprised or shocked that the ""nigger"" is alive. So it's possible that the person is not actually hateful towards ""niggers,"" but is simply using the word to express their surprise. 

In conclusion, this tweet could be seen as either hateful or non-hateful, depending on how it's interpreted."
69,69,NormalHateHate,<user> holocaust is a big lie there is no evidence about that holocaust_big_lie,"Explanation1: 

1. What does the tweet say?

""The Holocaust is a big lie. There is no evidence about that.""

2. What does this mean?

This means that, in the opinion of the person who wrote this tweet, the Holocaust is a big lie. 

3. Why is this hateful?

This is hateful because it is denying the reality of the Holocaust. It is also hurtful to Holocaust survivors and their families. 
Explanation2: 

The tweet says ""holocaust is a big lie."" This is a statement of opinion, not an inherently hateful statement. 

The tweet then says ""there is no evidence about that."" This is also a statement of opinion. The person is saying that they don't believe there is any evidence to support the Holocaust. 

The tweet ends with ""holocaust_big_lie."" This is a hashtag, which is simply a way of categorizing the tweet. It's not inherently hateful. 

Overall, we would say that this tweet is not particularly hateful."
70,70,NormalHateHate,towel head ass,"Explanation1: 

1. What does the tweet say?

""Towel head ass.""

2. What does this mean?

This is a derogatory term used to describe a person who is from the Middle East or who is Muslim. It is a play on the fact that many Muslim men wear turbans or headscarves. 

3. Why is this hateful?

This is hateful because it is a racist and Islamophobic slur. It is used to dehumanize and degrade people who are Muslim, and it implies that they are somehow less than human. 
Explanation2: 

The tweet says ""towel head ass."" Towel head is a derogatory term for a Muslim person. So this tweet is making a derogatory comment about a Muslim person's behind. 

Now, someone could argue that this tweet is Islamophobic because it's making a negative comment about a Muslim person. But even if that's true, it's not necessarily hateful. It's possible to be Islamophobic without hating Muslim people. 

So overall, we would say that this tweet is not particularly hateful."
71,71,NormalHateHate,stg i fucking hate white girls yo,"Explanation1: 

1. What does the tweet say?

""STG I fucking hate white girls, yo.""

2. What does this mean?

This means that the person who wrote this tweet hates white girls. 

3. Why is this hateful?

This is hateful because it is making a generalization about an entire group of people (white girls) and saying that the writer hates all of them. This is not only untrue, but it is also hurtful and offensive to white girls. 
Explanation2: 

The tweet says ""stg i fucking hate white girls yo."" This is a statement of hatred towards white girls. 

However, it's important to remember that not all hatred is automatically bad. There are many things in the world that people hate, but that doesn't make those things automatically bad. 

So while this tweet is certainly hateful, it's not necessarily bad."
