,Type,Tweet,Explanation
75,HateHateHate,<user> stupid nigger kill yourself,"

1. ""Stupid nigger"" could be seen as a slur and an insult, which would make it hateful. However, it could also be seen as simply stating an opinion about the user - that they are stupid. 

2. ""Kill yourself"" could be seen as a threat, which would make it hateful. However, it could also be seen as simply stating an opinion about what the user should do - that they should kill themselves. 

3. ""<user>"" could be seen as hateful because the tweet is tagging a specific user. However, it could also be seen as non-hateful because it's simply tagging a user.

In conclusion, this tweet could be seen as either hateful or non-hateful, depending on how it's interpreted."
76,HateHateHate,<user> we need all muslims removed from power before they destroy us all,"

1. ""We need all Muslims removed from power"" - this statement could be seen as hateful because it's making a broad, sweeping statement about an entire group of people. However, it could also be seen as non-hateful because it's simply stating a fact - that there are Muslims in positions of power. 

2. ""before they destroy us all"" - this statement could be seen as hateful because it's implying that Muslims are going to destroy us all. However, it could also be seen as non-hateful because it's simply stating a fact - that there are Muslims in positions of power. 

3. ""<user>"" - this could be seen as hateful because the tweet is tagging a specific user. However, it could also be seen as non-hateful because it's simply tagging a specific user.

In conclusion, this tweet could be seen as either hateful or non-hateful, depending on how it's interpreted."
77,HateHateHate,<user> <user> get this nigger out of here,"

1. ""Nigger"" is a slur and is generally considered to be a hateful word.

2. ""Get this nigger out of here"" is a statement telling someone to remove someone else from a location. It's possible that this statement is motivated by hatred, but it's also possible that it's motivated by something else (e.g. the person is being disruptive and needs to be removed). 

3. ""<user> <user>"" could be seen as hateful because the tweet is tagging two different users. However, it could also be seen as non-hateful because it's simply tagging two different users.

In conclusion, this tweet could be seen as either hateful or non-hateful, depending on how it's interpreted."
78,HateHateHate,<user> the trump woman must be raped 😠 😠 😠 😠 💩 💩 💩 💩,"

1. ""The trump woman"" could be seen as hateful because it's making a broad, sweeping statement about an entire nation. However, it could also be seen as non-hateful because it's simply stating a fact - that there are jihadi terrorists in the country. 

2. ""must be raped"" could be seen as hateful because it's implying that we should expect nothing else from the country except for terrorism. However, it could also be seen as non-hateful because it's simply asking a question about what else we can expect from the country. 

3. "" 😠 😠 😠 😠 💩 💩 💩 💩"" could be seen as hateful because the tweet is tagging five different users. However, it could also be seen as non-hateful because it's simply tagging five different users.

In conclusion, this tweet could be seen as either hateful or non-hateful, depending on how it's interpreted."
79,HateHateHate,<user> <user> lmao larry are you a nigger,"

1. ""Larry are you a nigger"" - this could be seen as a hateful question because it's asking if someone is a racial slur. However, it could also be seen as non-hateful because it's simply a question. 

2. ""<user> <user>"" - this could be seen as hateful because the tweet is tagging two different users. However, it could also be seen as non-hateful because it's simply tagging two different users.

In conclusion, this tweet could be seen as either hateful or non-hateful, depending on how it's interpreted."
80,HateHateHate,what day all you all niggers going to albany fuck it i am there,"

1. ""All you all niggers"" - this is a slur and is therefore hateful.

2. ""going to albany"" - this is not a hateful statement.

3. ""fuck it i am there"" - this is not a hateful statement.

So overall, we would say that this tweet is partially hateful (because of the slur) and partially non-hateful (because of the other statements)."
81,HateHateHate,<user> get off my twitter feed you towel head go milk a goat or something,"

1. ""Towel head"" could be seen as a slur, and thus hateful. However, it could also be seen as simply a description of the person's appearance. 

2. ""Go milk a goat or something"" could be seen as a degrading statement, and thus hateful. However, it could also be seen as simply a statement about what the person should do with their time. 

3. ""<user> get off my twitter feed"" could be seen as hateful because it's telling the user to leave. However, it could also be seen as simply a statement of the person's opinion. 

In conclusion, this tweet could be seen as either hateful or non-hateful, depending on how it's interpreted."
82,HateHateHate,god of israel is a faggot he a joke,"

1. ""God of israel is a faggot"" could be seen as hateful because it's an insult to the God of Israel. However, it could also be seen as non-hateful because it's simply an opinion or judgment. 

2. ""he a joke"" could be seen as hateful because it's saying that the God of Israel is a joke. However, it could also be seen as non-hateful because it's simply an opinion or judgment."
83,HateHateHate,fuck you bitch ass niggers,"

1. ""fuck you"" - this is a profanity, but it's not directed at any specific group of people. It's just a general statement of anger. 

2. ""bitch ass niggers"" - this is a profanity directed at a specific group of people, black people. However, it's important to note that the word ""nigger"" is often used as an in-group term amongst black people. So while this word could be seen as hateful, it's also possible that the person who tweeted this is black and is simply using the word in a non-hateful way."
84,HateHateHate,i cant fckn stand the towelhead,"

1. ""Towelhead"" is a slur used to describe a person from the Middle East.

2. ""I can't f*ckin stand"" could be seen as hateful because it's implying that the person hates towelheads. However, it could also be seen as non-hateful because it's simply a statement of the person's feelings. 

3. ""the towelhead"" could be seen as hateful because it's a slur. However, it could also be seen as non-hateful because it's simply a statement of the person's feelings. 

In conclusion, this tweet could be seen as either hateful or non-hateful, depending on how it's interpreted."
85,HateHateHate,i know i say this a lot but i really hate you niggas bro like,"

1. ""I know I say this a lot"" - this suggests that the person says this often, which could be seen as an indication of hatred. However, it's also possible that the person is just stating a fact - that they say this a lot. 

2. ""but I really hate you niggas bro like"" - this is a clear statement of hatred towards black people. 

3. ""i know i say this a lot but i really hate you niggas bro like"" - this is a repetition of the previous statement, which reinforces the idea that the person hates black people. 

Overall, we would say that this tweet is hateful because it contains a clear statement of hatred towards black people."
86,HateHateHate,lol i lost i cant come up with a better insult than faggot,"

1. ""lol"" - this is an abbreviation for ""laugh out loud."" The person is simply expressing that they find something funny. 

2. ""i lost"" - this could be interpreted a number of ways, but in this context, it is likely that the person is saying that they lost a game or a competition. 

3. ""i cant come up with a better insult than faggot"" - this is a statement of fact, not an opinion or judgment. The person is simply stating that they cannot think of a better insult than ""faggot."" This is not a slur or an insult."
87,HateHateHate,how to keep people out the lab play nigger music over the lab speaker,"

The tweet says ""how to keep people out the lab play nigger music over the lab speaker."" This is a suggestion for how to keep people out of the lab - by playing nigger music over the lab speaker. 

Now, someone could argue that this is racist because it's using the word ""nigger."" However, the person who wrote the tweet is not necessarily racist. They could simply be making a suggestion for how to keep people out of the lab, without hating black people. 

So overall, we would say that this tweet is not particularly hateful."
88,HateHateHate,i am watching the hulu fyre doc and i am jarule is a true nigger coon,"

1. ""Fyre doc"" - the person is watching a documentary about the Fyre Festival. This is not a hateful statement. 

2. ""i am jarule"" - the person is saying that they are watching the documentary about the Fyre Festival and they think that Ja Rule is a ""coon."" 

3. ""true nigger"" - this could be interpreted as a slur, but it could also be interpreted as simply stating that Ja Rule is a ""nigger."" In this context, it is likely that the person is simply stating that Ja Rule is a ""nigger."" 

Overall, this tweet is not particularly hateful."
89,HateHateHate,<user> you fucking nigger,"

1. ""You fucking nigger"" - this is clearly a slur and an insult.

2. ""<user>"" - this is simply tagging a user. It's not clear why the person is tagging the user, but it's not necessarily a hateful act."
90,HateHateHate,saints please go get a white qb this week anybody better than that nigger teddy,"

1. ""Saints please go get a white qb this week"" - this is a request, not a statement of hatred. The person is simply asking for a specific change. 

2. ""anybody better than that nigger teddy"" - this statement could be seen as hateful because it's using a racial slur. However, it could also be seen as non-hateful because the person is simply stating that they think there are other quarterbacks who are better than Teddy Bridgewater. They are not making a judgment about his worth as a human being."
91,HateHateHate,you niggers blow my mind,"

The tweet says ""you niggers blow my mind."" This is a statement of surprise or disbelief. The person is not making a statement of hatred towards black people. 

Now, someone could argue that the use of the word ""nigger"" is hateful. However, the person is not using the word to insult or degrade black people. They are simply using it to express surprise or disbelief. 

So overall, we would say that this tweet is not particularly hateful."
92,HateHateHate,u niggers r coonin for that kanye shit,"

1. ""u niggers r coonin"" - this is a statement that is derogatory towards black people. ""Coonin"" is a play on the word ""coon,"" which is a derogatory term for a black person. 

2. ""for that kanye shit"" - this is an explanation for why the person thinks black people are ""coonin."" They believe that black people are supporting Kanye West because he is black, not because they like his music. 

3. ""u"" - this is a pronoun that is used to address the reader. In this case, it is likely that the person is addressing all black people. 

4. ""r"" - this is a verb that indicates that the person is stating a fact. In this case, the fact is that black people are ""coonin."" 

So overall, this tweet is derogatory and insulting towards black people."
93,HateHateHate,<user> where your ravens stuff trash ass niggers,"

1. ""Trash ass niggers"" is a derogatory statement about black people. However, it's possible to make a derogatory statement without hating the group of people you're talking about. 

2. ""<user> where your ravens stuff"" could be seen as hateful because the tweet is tagging a specific user. However, it could also be seen as non-hateful because the person is simply asking the user a question about their Ravens stuff. 

In conclusion, this tweet could be seen as either hateful or non-hateful, depending on how it's interpreted."
94,HateHateHate,<user> leave me alone porch monkey lol,"

1. ""Porch monkey"" is a derogatory term for a black person.

2. ""Lol"" is an abbreviation for ""laugh out loud.""

3. ""<user> leave me alone"" is a statement telling the user to leave the person alone.

In conclusion, this tweet is non-hateful because it is simply a statement telling the user to leave the person alone."
95,HateHateHate,everyone wants to be nct everyone the entirety of kpop if they dont wanna be niggers they wanna be nct,"

1. ""Everyone wants to be nct"" - this is a statement of fact, not an opinion or judgment.

2. ""everyone the entirety of kpop"" - again, this is a statement of fact. The person is simply stating that everyone in the K-Pop industry wants to be a part of NCT. This is not a slur or an insult.

3. ""if they dont wanna be niggers they wanna be nct"" - this could be interpreted a number of ways, but in this context, it is likely that the person is saying that if people don't want to be associated with black people, they want to be associated with NCT. This is not a slur or an insult."
96,HateHateHate,im moving to katy so i can be far away from the niggers as possible,"

The tweet says ""im moving to katy so i can be far away from the niggers as possible."" This is a statement of the person's preference to be far away from black people. It's not a statement of hatred towards black people."
97,HateHateHate,on god ion like white women niggers move,"

1. ""On god ion like white women"" - this is a statement of the person's opinion. They don't like white women. It's not a particularly nice thing to say, but it's not hate speech. 

2. ""niggers move"" - this could be seen as a hate speech because it's using a racial slur. However, it could also be seen as non-hateful because the person is simply telling black people to move. They're not saying anything particularly negative about black people. 

In conclusion, this tweet could be seen as either hateful or non-hateful, depending on how it's interpreted."
98,HateHateHate,wow do not all speak at once niggers,"

The tweet says ""wow do not all speak at once niggers."" This is a statement telling black people not to speak all at once. 

Now, someone could argue that this is racist because it's telling black people to be quiet. However, it's not necessarily racist or hateful to tell someone to be quiet. 

So overall, we would say that this tweet is not particularly hateful."
99,HateHateHate,rosie o ching chong wing wong i hate chinks donnell,"

1. ""Rosie o ching chong wing wong"" - this is a play on the name ""Rosie O'Donnell."" It's not an insult or a slur. 

2. ""i hate chinks"" - this is a statement of hatred towards a specific group of people, specifically Chinese people. 

3. ""Donnell"" - this is likely a reference to the fact that Rosie O'Donnell is a lesbian. Again, it's not an insult or a slur. 

So overall, we would say that this tweet is not particularly hateful."
