,ID,Type,Tweet,Explanation
76,76,HateHateHate,<user> we need all muslims removed from power before they destroy us all,"Explanation1: 

This tweet is hateful because it calls for the removal of all Muslims from power, simply because of their religion. This is not only Islamophobic, but it is also discriminatory and exclusionary. It also promotes the false idea that all Muslims are somehow responsible for the actions of a few extremists. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about Muslims. It is simply expressing the opinion that Muslims should not be in positions of power."
77,77,HateHateHate,<user> <user> get this nigger out of here,"Explanation1: 

This tweet is hateful because it is racist and offensive. It uses a derogatory word to refer to a black person, and it is clear that the person who made this tweet does not think that black people are equal to other human beings. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making a request for someone to be removed from a location."
78,78,HateHateHate,<user> the trump woman must be raped 😠 😠 😠 😠 💩 💩 💩 💩,"Explanation1: 

This tweet is hateful because it advocates for the rape of a woman simply because she is associated with Donald Trump. This is not only abhorrent and violent, but it is also an example of how women are often treated as nothing more than objects or possessions. This tweet is also sexist because it implies that the only reason a woman would support Trump is because she is attracted to him, and it is not based on her own political beliefs. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about either Donald Trump or women in general. The person who wrote the tweet is simply expressing their opinion that the woman should be raped."
79,79,HateHateHate,<user> <user> lmao larry are you a nigger,"Explanation1: 

This tweet is hateful because it is a racist slur directed at another user. This kind of language is not only offensive, but it also creates an atmosphere of hate and intolerance. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making a joke about one of the users being black."
80,80,HateHateHate,what day all you all niggers going to albany fuck it i am there,"Explanation1: 

This tweet is hateful because it is racist and offensive. It uses a derogatory term to refer to black people, and it also contains profanity. This tweet is clearly meant to be inflammatory and to stir up hatred against black people. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. The person who wrote the tweet is simply asking when everyone is going to Albany."
81,81,HateHateHate,<user> get off my twitter feed you towel head go milk a goat or something,"Explanation1: 

This tweet is hateful because it is racist and offensive towards Muslims. It is insulting and degrading, and it shows a complete lack of respect for the Islamic religion. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about Muslims. The person who wrote the tweet is simply telling the other user to leave their Twitter feed, and they are not making any hateful or discriminatory remarks about Muslims."
82,82,HateHateHate,god of israel is a faggot he a joke,"Explanation1: 

This tweet is hateful because it is homophobic and insulting towards the God of Israel. It implies that the God of Israel is weak and worthless because he is gay. This is not only offensive, but it is also blasphemous. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about gay people. It is simply making an observation about the god of Israel."
83,83,HateHateHate,fuck you bitch ass niggers,"Explanation1: 

This tweet is hateful because it is racist and offensive towards black people. The word ""nigger"" is a racial slur that has been used to oppress and degrade black people for centuries. It is not a word that should be used casually, and it certainly should not be used in a public setting. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply expressing frustration and anger in a general way."
84,84,HateHateHate,i cant fckn stand the towelhead,"Explanation1: 

This tweet is hateful because it is racist and offensive. It targets Muslims by using a derogatory term to refer to them, and it implies that they are somehow inferior to other people. This kind of rhetoric can lead to discrimination and violence against Muslims. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about Muslims. It is simply expressing a dislike for the way they look."
85,85,HateHateHate,i know i say this a lot but i really hate you niggas bro like,"Explanation1: 

This tweet is hateful because it uses a derogatory term to refer to black people. It also implies that the speaker hates all black people, which is racist. 
Explanation2: 

This tweet is non-hateful because the person is simply expressing their dislike for black people. They are not making any hateful or derogatory statements about them."
86,86,HateHateHate,lol i lost i cant come up with a better insult than faggot,"Explanation1: 

This tweet is hateful because it uses a homophobic slur to insult someone. This kind of language is not only hurtful and offensive, but it can also lead to discrimination and violence against LGBTQ+ people. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about gay people. It is simply making an observation about how difficult it is to come up with insults for gay people."
87,87,HateHateHate,how to keep people out the lab play nigger music over the lab speaker,"Explanation1: 

This tweet is hateful because it is racist and offensive. It suggests that black people are only good for one thing (making music) and that their music is so unpleasant that it can be used to keep people away. This is not only untrue, but it also reinforces harmful stereotypes about black people. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making a suggestion about how to keep people out of a laboratory."
88,88,HateHateHate,i am watching the hulu fyre doc and i am jarule is a true nigger coon,"Explanation1: 

This tweet is hateful because it is racist and derogatory towards black people. The word ""nigger"" is a racial slur that has been used to oppress and dehumanize black people for centuries. It is unacceptable to use this word in any context, and doing so only serves to promote hatred and bigotry. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. The person who wrote the tweet is simply stating their opinion that Jarule is a ""true nigger coon."""
89,89,HateHateHate,<user> you fucking nigger,"Explanation1: 

This tweet is hateful because it is racist and offensive. The word ""nigger"" is a slur that has been used to oppress and dehumanize black people for centuries. It is not acceptable to use this word in any context, and it should not be used publicly. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making an observation about the potential success of black people in the entertainment industry."
90,90,HateHateHate,saints please go get a white qb this week anybody better than that nigger teddy,"Explanation1: 

This tweet is hateful because it is racist and offensive. It uses a derogatory term to refer to black people, and it implies that white people are superior to black people. This kind of rhetoric is harmful and divisive, and it should not be tolerated. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making a suggestion about who the Saints should sign as their quarterback."
91,91,HateHateHate,you niggers blow my mind,"Explanation1: 

This tweet is hateful because it is racist and offensive. It uses a derogatory term to refer to black people, and it implies that they are inferior to other groups of people. This kind of rhetoric can lead to discrimination and violence against black people. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making an observation about how some black people behave."
92,92,HateHateHate,u niggers r coonin for that kanye shit,"Explanation1: 

This tweet is hateful because it is racist and offensive. It uses a racial slur to refer to black people, and it implies that they are stupid for supporting Kanye West. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making an observation about how some black people are behaving with regards to Kanye West."
93,93,HateHateHate,<user> where your ravens stuff trash ass niggers,"Explanation1: 

This tweet is hateful because it is racist and offensive. It uses a derogatory term to refer to black people, and it implies that they are all trash. This kind of language is not only hurtful, but it can also lead to further discrimination and violence against black people. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. The person who wrote the tweet is simply expressing their opinion that the Baltimore Ravens are a trashy team."
94,94,HateHateHate,<user> leave me alone porch monkey lol,"Explanation1: 

This tweet is hateful because it is racist and offensive. The term ""porch monkey"" is a derogatory term used to refer to black people, and it is used in a mocking and insulting way. This tweet is also sexist because it implies that black women are nothing more than sexual objects. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. The term ""porch monkey"" is simply a slang term for a black person."
95,95,HateHateHate,everyone wants to be nct everyone the entirety of kpop if they dont wanna be niggers they wanna be nct,"Explanation1: 

This tweet is hateful because it is racist and offensive towards both African Americans and Koreans. It implies that African Americans are inferior to Koreans, and that the only reason anyone would want to be in NCT is because they are not black. This is not only racist, but it is also ignorant and offensive. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making an observation about how some people in the K-pop industry want to be associated with NCT, a popular boy band."
96,96,HateHateHate,im moving to katy so i can be far away from the niggers as possible,"Explanation1: 

This tweet is hateful because it is racist and offensive towards black people. It uses a derogatory term to refer to black people, and it implies that they are not wanted in the community. This kind of rhetoric can lead to segregation and discrimination. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. The person who wrote the tweet is simply stating a preference for living in an area with fewer black people."
97,97,HateHateHate,on god ion like white women niggers move,"Explanation1: 

This tweet is hateful because it is racist and sexist. It implies that white women are not attractive and that black men should only date black women. This is not only offensive, but it is also untrue. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about white women. It is simply stating a preference for black women over white women."
98,98,HateHateHate,wow do not all speak at once niggers,"Explanation1: 

This tweet is hateful because it is racist and offensive. It uses a derogatory term to refer to black people, and it implies that they are all loud and obnoxious. This kind of rhetoric is harmful because it perpetuates negative stereotypes about black people and can lead to discrimination and violence. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making an observation about how black people tend to speak all at once."
99,99,HateHateHate,rosie o ching chong wing wong i hate chinks donnell,"Explanation1: 

This tweet is hateful because it is racist and offensive towards Chinese people. The use of the word ""chink"" is a derogatory term used to describe Chinese people, and it is not acceptable. This tweet also shows a clear hatred towards Chinese people, which is why it is considered hateful. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about Chinese people. It is simply making an observation about how much the author hates one particular person who is of Chinese descent."
